Person_ID,Name_Eng,Name_Chn,Index_Year/01/01 00:00,Sex,Birth_Year,Death_Year,Posting_Name_Eng,Posting_Name_Chn,Posting_First_Year,Posting_Last_Year,Posting_Type,X,Y
178,Zhang Cheng,張澄,1094/01/01 00:00,M,unknown,1153,Shaoxing Fu,紹興府,960,1279,Fu,120.578262,30.004515
178,Zhang Cheng,張澄,1094/01/01 00:00,M,unknown,1153,Xiangyang Fu,襄陽府,1119,1279,Fu,112.158699,32.026524
179,Zhang Cheng,張偁,1121/01/01 00:00,M,unknown,unknown,Jianchang Jun,建昌軍,964,1279,Jun,116.627449,27.559717
179,Zhang Cheng,張偁,1129/01/01 00:00,M,unknown,unknown,Linan,臨安,979,1279,Xian,119.71658,30.318827
179,Zhang Cheng,張偁,1119/01/01 00:00,M,unknown,unknown,Tai Zhou,台州,960,1279,Zhou,121.1205978,28.84313202
179,Zhang Cheng,張偁,1119/01/01 00:00,M,unknown,unknown,Ming Zhou,明州,960,1279,Zhou,121.5426559,29.86631584
179,Zhang Cheng,張偁,1204/01/01 00:00,M,unknown,unknown,Lin'an Fu,臨安府,1129,1279,Fu,120.168625,30.294125
181,Zhang Chengyi,張誠一,1021/01/01 00:00,M,unknown,unknown,Kaifeng,開封,960,1126,Xian,114.34333,34.785477
182,Zhang Qi,張祁,1103/01/01 00:00,M,unknown,unknown,Nanping Jun,南平軍,960,1279,Jun,106.7066803,28.73734093
182,Zhang Qi,張祁,1103/01/01 00:00,M,unknown,unknown,Jiang Zhou,江州,960,1279,Zhou,115.9856796,29.72236443
183,Zhang Qixian,張齊賢,943/01/01 00:00,M,943,1014,Bin Zhou,邠州,960,1126,Zhou,108.077988,35.039658
183,Zhang Qixian,張齊賢,943/01/01 00:00,M,943,1014,An Zhou,安州,1042,1118,Zhou,113.6889191,31.26371002
183,Zhang Qixian,張齊賢,943/01/01 00:00,M,943,1014,Xiang Zhou,襄州,960,1118,Zhou,112.158699,32.02651978
183,Zhang Qixian,張齊賢,943/01/01 00:00,M,943,1014,Jingzhao Fu,京兆府,960,1126,Fu,108.9442062,34.26660538
183,Zhang Qixian,張齊賢,943/01/01 00:00,M,943,1014,Jingzhao Fu,京兆府,960,1126,Fu,108.9442062,34.26660538
183,Zhang Qixian,張齊賢,943/01/01 00:00,M,943,1014,Jiangling Fu,江陵府,960,1279,Fu,112.190773,30.350445
183,Zhang Qixian,張齊賢,943/01/01 00:00,M,943,1014,Heng Zhou,衡州,960,1279,Zhou,112.5970383,26.90161705
184,Zhang Xue,張觷,1086/01/01 00:00,M,unknown,unknown,Qian Zhou,虔州,960,1279,Zhou,114.9324799,25.84700012
184,Zhang Xue,張觷,1086/01/01 00:00,M,unknown,unknown,Xinghua Jun,興化軍,979,1279,Jun,119.011101,25.433954
184,Zhang Xue,張觷,1086/01/01 00:00,M,unknown,unknown,Nanjian Zhou,南劍州,960,1279,Zhou,118.1691818,26.64217377
185,Zhang Quhua,張去華,938/01/01 00:00,M,938,1006,Hang Zhou,杭州,960,1279,Zhou,120.1686249,30.2941246
185,Zhang Quhua,張去華,938/01/01 00:00,M,938,1006,Shan Zhou,陝州,960,1126,Zhou,111.3626785,34.65605927
185,Zhang Quhua,張去華,938/01/01 00:00,M,938,1006,Su Zhou,蘇州,960,1112,Zhou,120.6186218,31.31270981
185,Zhang Quhua,張去華,938/01/01 00:00,M,938,1006,Fengxiang Fu,鳳翔府,960,1126,Fu,107.3859177,34.52251816
185,Zhang Quhua,張去華,938/01/01 00:00,M,938,1006,Su Zhou,蘇州,960,1112,Zhou,120.6186218,31.31270981
191,Zhang Zhen,張震,1122/01/01 00:00,M,unknown,unknown,Kui Zhou,夔州,960,1279,Zhou,109.5251312,31.05475044
191,Zhang Zhen,張震,1122/01/01 00:00,M,unknown,unknown,Shaoxing Fu,紹興府,960,1279,Fu,120.578262,30.004515
191,Zhang Zhen,張震,1122/01/01 00:00,M,unknown,unknown,Chengdu Fu,成都府,960,1279,Fu,104.0779953,30.6503849
191,Zhang Zhen,張震,1122/01/01 00:00,M,unknown,unknown,Suining Fu,遂寧府,960,1279,Fu,105.812285,30.194462
191,Zhang Zhen,張震,1122/01/01 00:00,M,unknown,unknown,Jianning Fu,建寧府,1162,1279,Fu,118.323784,27.038864
191,Zhang Zhen,張震,1122/01/01 00:00,M,unknown,unknown,Jiangling Fu,江陵府,960,1279,Fu,112.190773,30.350445
192,Zhang Zhengzhong,張正中,978/01/01 00:00,M,unknown,unknown,Kuizhou Lu,夔州路,1001,1279,Lu,109.5251312,31.05475044
193,Zhang Ji,張佶,952/01/01 00:00,M,952,1020,Zhenrong Jun,鎮戎軍,997,1126,Jun,106.172912,35.868216
193,Zhang Ji,張佶,952/01/01 00:00,M,952,1020,Qin Zhou,秦州,960,1130,Zhou,105.7169571,34.58547211
193,Zhang Ji,張佶,952/01/01 00:00,M,952,1020,Bin Zhou,邠州,960,1126,Zhou,108.077988,35.039658
193,Zhang Ji,張佶,952/01/01 00:00,M,952,1020,Qin Zhou,秦州,960,1130,Zhou,105.7169571,34.58547211
196,Zhang Jineng,張繼能,957/01/01 00:00,M,957,1021,Ting Zhou,汀州,960,1279,Zhou,116.3495407,25.83338165
197,Zhang Jie,張頡,1020/01/01 00:00,M,unknown,unknown,Jiangling Fu,江陵府,960,1279,Fu,112.190773,30.350445
197,Zhang Jie,張頡,1020/01/01 00:00,M,unknown,unknown,Ying Zhou,瀛州,960,1126,Zhou,116.085533,38.435699
197,Zhang Jie,張頡,1020/01/01 00:00,M,unknown,unknown,Qian Zhou,虔州,960,1279,Zhou,114.9324799,25.84700012
197,Zhang Jie,張頡,1020/01/01 00:00,M,unknown,unknown,Gui Zhou,桂州,960,1132,Zhou,110.286262,25.28006
197,Zhang Jie,張頡,1020/01/01 00:00,M,unknown,unknown,Xi Zhou,熙州,1072,1078,Zhou,103.8579407,35.37914658
197,Zhang Jie,張頡,1020/01/01 00:00,M,unknown,unknown,Guang Zhou,廣州,960,1279,Zhou,113.2560654,23.13462448
197,Zhang Jie,張頡,1020/01/01 00:00,M,unknown,unknown,Guang Zhou,廣州,960,1279,Zhou,113.2560654,23.13462448
197,Zhang Jie,張頡,1020/01/01 00:00,M,unknown,unknown,Guang Zhou,廣州,960,1279,Zhou,113.2560654,23.13462448
197,Zhang Jie,張頡,1020/01/01 00:00,M,unknown,unknown,Jun Zhou,均州,960,1279,Zhou,111.1655731,32.66815186
197,Zhang Jie,張頡,1020/01/01 00:00,M,unknown,unknown,Guangnanxi Lu,廣南西路,960,1279,Lu,110.2863,25.28006
197,Zhang Jie,張頡,1020/01/01 00:00,M,unknown,unknown,Guangnandong Lu,廣南東路,960,1279,Lu,112.4532,23.05692
197,Zhang Jie,張頡,1020/01/01 00:00,M,unknown,unknown,Jiangling Fu,江陵府,960,1279,Fu,112.190773,30.350445
197,Zhang Jie,張頡,1020/01/01 00:00,M,unknown,unknown,Jiangling Fu,江陵府,960,1279,Fu,112.190773,30.350445
197,Zhang Jie,張頡,1020/01/01 00:00,M,unknown,unknown,Fengxiang Fu,鳳翔府,960,1126,Fu,107.3859177,34.52251816
198,Zhang Jian,張鑑,947/01/01 00:00,M,947,1004,Xiang Zhou,相州,960,1126,Zhou,114.34549,36.098343
198,Zhang Jian,張鑑,947/01/01 00:00,M,947,1004,Ming Zhou,明州,960,1279,Zhou,121.5426559,29.86631584
198,Zhang Jian,張鑑,947/01/01 00:00,M,947,1004,Zi Zhou,梓州,960,1117,Zhou,105.0876,31.09462
198,Zhang Jian,張鑑,947/01/01 00:00,M,947,1004,Wu Zhou,婺州,960,1279,Zhou,119.6499176,29.10471153
198,Zhang Jian,張鑑,947/01/01 00:00,M,947,1004,Guang Zhou,廣州,960,1279,Zhou,113.2560654,23.13462448
199,Zhang Zhi,張植,1070/01/01 00:00,M,1070,1132,Hengyang,衡陽,960,1279,Xian,112.597038,26.901617
199,Zhang Zhi,張植,1070/01/01 00:00,M,1070,1132,Shaoyang,邵陽,960,1279,Xian,111.474937,27.249315
199,Zhang Zhi,張植,1070/01/01 00:00,M,1070,1132,Xuan Zhou,宣州,960,1279,Zhou,118.7425003,30.94694138
199,Zhang Zhi,張植,1070/01/01 00:00,M,1070,1132,Guangnandong Lu,廣南東路,960,1279,Lu,112.4532,23.05692
199,Zhang Zhi,張植,1070/01/01 00:00,M,1070,1132,Guangnandong Lu,廣南東路,960,1279,Lu,112.4532,23.05692
199,Zhang Zhi,張植,1070/01/01 00:00,M,1070,1132,Jiang Zhou,江州,960,1279,Zhou,115.9856796,29.72236443
200,Zhang Zhibo,張知白,969/01/01 00:00,M,unknown,1028,Bo Zhou,亳州,960,1126,Zhou,115.7709045,33.87929153
200,Zhang Zhibo,張知白,969/01/01 00:00,M,unknown,1028,He Zhou,和州,960,1279,Zhou,118.3611221,31.71422386
201,Zhang Zhiyuan,張致遠,1090/01/01 00:00,M,1090,1147,Tai Zhou,台州,960,1279,Zhou,121.1205978,28.84313202
201,Zhang Zhiyuan,張致遠,1090/01/01 00:00,M,1090,1147,Fu Zhou,福州,960,1279,Zhou,119.321577,26.073954
201,Zhang Zhiyuan,張致遠,1090/01/01 00:00,M,1090,1147,Guang Zhou,廣州,960,1279,Zhou,113.2560654,23.13462448
202,Zhang Jin(2),張覲,1119/01/01 00:00,M,unknown,unknown,Guangnanxi Lu,廣南西路,960,1279,Lu,110.2863,25.28006
204,Zhang Jingchen,張兢辰,1140/01/01 00:00,M,unknown,unknown,Kuizhou Lu,夔州路,1001,1279,Lu,109.5251312,31.05475044
205,Zhang Jingxian,張景憲,1004/01/01 00:00,M,1004,1080,Hedong Lu,河東路,960,1126,Lu,112.564827,37.87375259
205,Zhang Jingxian,張景憲,1004/01/01 00:00,M,1004,1080,Yuci,榆次,979,1126,Xian,112.744682,37.678467
205,Zhang Jingxian,張景憲,1004/01/01 00:00,M,1004,1080,Tong Zhou,同州,960,1126,Zhou,109.939,34.79724
205,Zhang Jingxian,張景憲,1004/01/01 00:00,M,1004,1080,Hai Zhou,海州,960,1250,Zhou,119.1260147,34.58221436
205,Zhang Jingxian,張景憲,1004/01/01 00:00,M,1004,1080,Hedong Lu,河東路,960,1126,Lu,112.564827,37.87375259
205,Zhang Jingxian,張景憲,1004/01/01 00:00,M,1004,1080,Di Zhou,棣州,960,1126,Zhou,117.5478,37.62398
206,Zhang Jingxian(2),張景先,1043/01/01 00:00,M,unknown,unknown,Tong Zhou,同州,960,1126,Zhou,109.939,34.79724
207,Zhang Jingwen,張景溫,1032/01/01 00:00,M,unknown,unknown,Guangnanxi Lu,廣南西路,960,1279,Lu,110.2863,25.28006
209,Zhang Ju,張巨,1063/01/01 00:00,M,unknown,unknown,Chi Zhou,池州,960,1279,Zhou,117.4818344,30.65466118
209,Zhang Ju,張巨,1063/01/01 00:00,M,unknown,unknown,Qin Zhou,秦州,960,1130,Zhou,105.7169571,34.58547211
209,Zhang Ju,張巨,1063/01/01 00:00,M,unknown,unknown,Tai Zhou,泰州,960,1279,Zhou,119.91124,32.495872
209,Zhang Ju,張巨,1063/01/01 00:00,M,unknown,unknown,Wuyi,武義,960,1279,Xian,119.802269,28.895449
210,Zhang Zhuang,張莊,1050/01/01 00:00,M,unknown,unknown,Jing Zhou,靖州,1081,1279,Zhou,109.709577,26.575192
210,Zhang Zhuang,張莊,1050/01/01 00:00,M,unknown,unknown,Sheng Zhou,昇州,976,1017,Zhou,118.76899,32.052563
210,Zhang Zhuang,張莊,1050/01/01 00:00,M,unknown,unknown,Wei Zhou,渭州,960,1126,Zhou,106.5541992,35.54064179
210,Zhang Zhuang,張莊,1050/01/01 00:00,M,unknown,unknown,Gui Zhou,桂州,960,1132,Zhou,110.286262,25.28006
210,Zhang Zhuang,張莊,1050/01/01 00:00,M,unknown,unknown,Gui Zhou,桂州,960,1132,Zhou,110.286262,25.28006
210,Zhang Zhuang,張莊,1050/01/01 00:00,M,unknown,unknown,Xiang Zhou,襄州,960,1118,Zhou,112.158699,32.02651978
210,Zhang Zhuang,張莊,1050/01/01 00:00,M,unknown,unknown,Jing Zhou,靖州,1081,1279,Zhou,109.709577,26.575192
210,Zhang Zhuang,張莊,1050/01/01 00:00,M,unknown,unknown,Bo Zhou,亳州,960,1126,Zhou,115.7709045,33.87929153
210,Zhang Zhuang,張莊,1050/01/01 00:00,M,unknown,unknown,Guangnanxi Lu,廣南西路,960,1279,Lu,110.2863,25.28006
210,Zhang Zhuang,張莊,1050/01/01 00:00,M,unknown,unknown,Zhenjiang Fu,鎮江府,960,1279,Fu,119.44429,32.20649
210,Zhang Zhuang,張莊,1050/01/01 00:00,M,unknown,unknown,Jiangling Fu,江陵府,960,1279,Fu,112.190773,30.350445
211,Zhang Jun,張浚,1097/01/01 00:00,M,1097,1164,Wei Guo,魏國,960,1279,Fengguo,0,0
211,Zhang Jun,張浚,1097/01/01 00:00,M,1097,1164,Hang Zhou,杭州,960,1279,Zhou,120.1686249,30.2941246
211,Zhang Jun,張浚,1097/01/01 00:00,M,1097,1164,Fu Zhou,福州,960,1279,Zhou,119.321577,26.073954
211,Zhang Jun,張浚,1097/01/01 00:00,M,1097,1164,Fu Zhou,福州,960,1279,Zhou,119.321577,26.073954
211,Zhang Jun,張浚,1097/01/01 00:00,M,1097,1164,Xingyuan Fu,興元府,960,1279,Fu,107.0351868,33.07648468
211,Zhang Jun,張浚,1097/01/01 00:00,M,1097,1164,Fu Zhou,福州,960,1279,Zhou,119.321577,26.073954
212,Zhang Zhongqin,張仲欽,1119/01/01 00:00,M,unknown,unknown,Nanping Jun,南平軍,960,1279,Jun,106.7066803,28.73734093
212,Zhang Zhongqin,張仲欽,1119/01/01 00:00,M,unknown,unknown,Guangnandong Lu,廣南東路,960,1279,Lu,112.4532,23.05692
213,Zhang Zhongyong,張中庸,995/01/01 00:00,M,unknown,unknown,Kaifeng,開封,960,1126,Xian,114.34333,34.785477
213,Zhang Zhongyong,張中庸,995/01/01 00:00,M,unknown,unknown,Kaifeng Fu,開封府,1053,1119,Fu,114.34333,34.785477
213,Zhang Zhongyong,張中庸,995/01/01 00:00,M,unknown,unknown,Sui Zhou,遂州,960,1114,Zhou,105.5702,30.50392
213,Zhang Zhongyong,張中庸,995/01/01 00:00,M,unknown,unknown,Yang Zhou,洋州,960,1279,Zhou,107.5417328,33.22108841
213,Zhang Zhongyong,張中庸,995/01/01 00:00,M,unknown,unknown,Yongchun,永春,960,1279,Xian,118.28717,25.32579
216,Zhang E,張諤,1067/01/01 00:00,M,unknown,1126,Gui Zhou,桂州,960,1132,Zhou,110.286262,25.28006
217,Zhang Fangping,張方平,1007/01/01 00:00,M,1007,1091,Yi Zhou,益州,994,1059,Zhou,104.0779953,30.6503849
217,Zhang Fangping,張方平,1007/01/01 00:00,M,1007,1091,Chen Zhou,陳州,960,1126,Zhou,114.8824,33.73398
217,Zhang Fangping,張方平,1007/01/01 00:00,M,1007,1091,Ding Zhou,定州,960,1126,Zhou,114.975044,38.520061
217,Zhang Fangping,張方平,1007/01/01 00:00,M,1007,1091,Yi Zhou,益州,994,1059,Zhou,104.0779953,30.6503849
217,Zhang Fangping,張方平,1007/01/01 00:00,M,1007,1091,Sheng Zhou,昇州,976,1017,Zhou,118.76899,32.052563
217,Zhang Fangping,張方平,1007/01/01 00:00,M,1007,1091,Qin Zhou,秦州,960,1130,Zhou,105.7169571,34.58547211
217,Zhang Fangping,張方平,1007/01/01 00:00,M,1007,1091,Wei Zhou,渭州,960,1126,Zhou,106.5541992,35.54064179
217,Zhang Fangping,張方平,1007/01/01 00:00,M,1007,1091,Chu Zhou,滁州,960,1279,Zhou,118.3041611,32.31699371
217,Zhang Fangping,張方平,1007/01/01 00:00,M,1007,1091,Yizhou Lu,益州路,1001,1058,Lu,104.0779953,30.6503849
217,Zhang Fangping,張方平,1007/01/01 00:00,M,1007,1091,He'nan Fu,河南府,960,1126,Fu,112.3826294,34.66527557
217,Zhang Fangping,張方平,1007/01/01 00:00,M,1007,1091,Yingtian Fu,應天府,960,1126,Fu,115.6460724,34.44766235
217,Zhang Fangping,張方平,1007/01/01 00:00,M,1007,1091,Jingzhao Fu,京兆府,960,1126,Fu,108.9442062,34.26660538
217,Zhang Fangping,張方平,1007/01/01 00:00,M,1007,1091,Qin Zhou,秦州,960,1130,Zhou,105.7169571,34.58547211
218,Zhang Fu,張傅,972/01/01 00:00,M,unknown,unknown,Fengfu,奉符,1008,1126,Xian,117.126519,36.182097
218,Zhang Fu,張傅,972/01/01 00:00,M,unknown,unknown,Chu Zhou,楚州,960,1279,Zhou,119.1411057,33.50278854
218,Zhang Fu,張傅,972/01/01 00:00,M,unknown,unknown,Guangnandong Lu,廣南東路,960,1279,Lu,112.4532,23.05692
223,Zhang Xi,張錫,982/01/01 00:00,M,982,1049,Jinyuan,晉原,960,1279,Xian,103.672607,30.636564
223,Zhang Xi,張錫,982/01/01 00:00,M,982,1049,Dongming,東明,963,1126,Xian,114.859356,34.92438
223,Zhang Xi,張錫,982/01/01 00:00,M,982,1049,Hua Zhou,滑州,960,1126,Zhou,114.6254,35.62207
225,Zhang Gui,張瓌,995/01/01 00:00,M,unknown,unknown,Yang Zhou,揚州,960,1279,Zhou,119.437187,32.39127
225,Zhang Gui,張瓌,995/01/01 00:00,M,unknown,unknown,Bo Zhou,亳州,960,1126,Zhou,115.7709045,33.87929153
227,Zhang Xiaochun,張孝純,1062/01/01 00:00,M,unknown,unknown,Taiyuan Fu,太原府,979,1126,Fu,112.564827,37.873753
227,Zhang Xiaochun,張孝純,1062/01/01 00:00,M,unknown,unknown,Wudang,武當,960,1279,Xian,111.16557,32.668153
229,Zhang Shen,張詵,1009/01/01 00:00,M,unknown,unknown,Xin'an,新安,960,1126,Xian,112.144302,34.733059
229,Zhang Shen,張詵,1009/01/01 00:00,M,unknown,unknown,Hang Zhou,杭州,960,1279,Zhou,120.1686249,30.2941246
229,Zhang Shen,張詵,1009/01/01 00:00,M,unknown,unknown,Qin Zhou,秦州,960,1130,Zhou,105.7169571,34.58547211
229,Zhang Shen,張詵,1009/01/01 00:00,M,unknown,unknown,Xi Zhou,熙州,1072,1078,Zhou,103.8579407,35.37914658
229,Zhang Shen,張詵,1009/01/01 00:00,M,unknown,unknown,Kuizhou Lu,夔州路,1001,1279,Lu,109.5251312,31.05475044
229,Zhang Shen,張詵,1009/01/01 00:00,M,unknown,unknown,Kuizhou Lu,夔州路,1001,1279,Lu,109.5251312,31.05475044
229,Zhang Shen,張詵,1009/01/01 00:00,M,unknown,unknown,Chengdu Fu,成都府,960,1279,Fu,104.0779953,30.6503849
229,Zhang Shen,張詵,1009/01/01 00:00,M,unknown,unknown,Yue Zhou,越州,960,1130,Zhou,120.5782623,30.00451469
229,Zhang Shen,張詵,1009/01/01 00:00,M,unknown,unknown,Qin Zhou,秦州,960,1130,Zhou,105.7169571,34.58547211
231,Zhang Xiu,張修,1041/01/01 00:00,M,unknown,unknown,Yue Zhou,越州,960,1130,Zhou,120.5782623,30.00451469
231,Zhang Xiu,張修,1041/01/01 00:00,M,unknown,unknown,Ming Zhou,明州,960,1279,Zhou,121.5426559,29.86631584
231,Zhang Xiu,張修,1041/01/01 00:00,M,unknown,unknown,Xuan Zhou,宣州,960,1279,Zhou,118.7425003,30.94694138
232,Zhang Xun,張遜,940/01/01 00:00,M,940,995,Jiangling Fu,江陵府,960,1279,Fu,112.190773,30.350445
233,Zhang Xun,張詢,1030/01/01 00:00,M,unknown,unknown,Kaifeng Fu,開封府,1053,1119,Fu,114.34333,34.785477
233,Zhang Xun,張詢,1030/01/01 00:00,M,unknown,unknown,Yue Zhou,越州,960,1130,Zhou,120.5782623,30.00451469
233,Zhang Xun,張詢,1030/01/01 00:00,M,unknown,unknown,Xi Zhou,熙州,1072,1078,Zhou,103.8579407,35.37914658
233,Zhang Xun,張詢,1030/01/01 00:00,M,unknown,unknown,Hedong Lu,河東路,960,1126,Lu,112.564827,37.87375259
234,Zhang Xun(4),張峋,1043/01/01 00:00,M,unknown,unknown,Yin Xian,鄞縣,960,1279,Xian,121.542656,29.866316
237,Zhang Hui,張徽,1061/01/01 00:00,M,unknown,unknown,Fengjie,奉節,960,1279,Xian,109.566332,31.049143
238,Zhang Hui,張匯,1072/01/01 00:00,M,unknown,unknown,Lin'an Fu,臨安府,1129,1279,Fu,120.168625,30.294125
239,Zhang Hui,張翬,1099/01/01 00:00,M,unknown,unknown,Hebeixi Lu,河北西路,1073,1126,Lu,114.5636444,38.14011002
239,Zhang Hui,張翬,1169/01/01 00:00,M,unknown,unknown,Chengdufu Lu,成都府路,1059,1279,Lu,104.0779953,30.6503849
239,Zhang Hui,張翬,1099/01/01 00:00,M,unknown,unknown,Hebeixi Lu,河北西路,1073,1126,Lu,114.5636444,38.14011002
239,Zhang Hui,張翬,1099/01/01 00:00,M,unknown,unknown,Hebeixi Lu,河北西路,1073,1126,Lu,114.5636444,38.14011002
240,Zhang Huiyan,張徽言,1059/01/01 00:00,M,unknown,unknown,Mu Zhou,睦州,960,1120,Zhou,119.4988556,29.54448128
242,Zhang Yi,張億,1119/01/01 00:00,M,unknown,unknown,Lu Zhou,廬州,960,1279,Zhou,117.2764587,31.86445618
243,Zhang Yiqian,張益謙,1043/01/01 00:00,M,unknown,unknown,Jingzhao Fu,京兆府,960,1126,Fu,108.9442062,34.26660538
245,Zhang Ruogu,張若谷,963/01/01 00:00,M,unknown,unknown,Mengyang,濛陽,960,1279,Xian,104.01895,31.08077
245,Zhang Ruogu,張若谷,963/01/01 00:00,M,unknown,unknown,Yang Zhou,揚州,960,1279,Zhou,119.437187,32.39127
245,Zhang Ruogu,張若谷,963/01/01 00:00,M,unknown,unknown,Sheng Zhou,昇州,976,1017,Zhou,118.76899,32.052563
245,Zhang Ruogu,張若谷,963/01/01 00:00,M,unknown,unknown,Hong Zhou,洪州,960,1279,Zhou,115.8977203,28.67489624
245,Zhang Ruogu,張若谷,963/01/01 00:00,M,unknown,unknown,Hang Zhou,杭州,960,1279,Zhou,120.1686249,30.2941246
245,Zhang Ruogu,張若谷,963/01/01 00:00,M,unknown,unknown,Chu Zhou,處州,960,1279,Zhou,119.9130096,28.44873238
245,Zhang Ruogu,張若谷,963/01/01 00:00,M,unknown,unknown,Yizhou Lu,益州路,1001,1058,Lu,104.0779953,30.6503849
245,Zhang Ruogu,張若谷,963/01/01 00:00,M,unknown,unknown,Yizhou Lu,益州路,1001,1058,Lu,104.0779953,30.6503849
245,Zhang Ruogu,張若谷,963/01/01 00:00,M,unknown,unknown,Yizhou Lu,益州路,1001,1058,Lu,104.0779953,30.6503849
245,Zhang Ruogu,張若谷,963/01/01 00:00,M,unknown,unknown,Jiangning Fu,江寧府,960,1279,Fu,118.76899,32.052563
245,Zhang Ruogu,張若谷,963/01/01 00:00,M,unknown,unknown,Yingtian Fu,應天府,960,1126,Fu,115.6460724,34.44766235
245,Zhang Ruogu,張若谷,963/01/01 00:00,M,unknown,unknown,Ba Zhou,巴州,960,1240,Zhou,106.7547607,31.84901428
248,Zhang Kangguo,張康國,1056/01/01 00:00,M,1056,1109,Yongqiu,雍丘,960,1126,Xian,114.7837,34.5527
249,Zhang Kejiu,張可久,968/01/01 00:00,M,unknown,unknown,Yun Zhou,筠州,960,1279,Zhou,115.372276,28.425598
249,Zhang Kejiu,張可久,968/01/01 00:00,M,unknown,unknown,Heng Zhou,衡州,960,1279,Zhou,112.5970383,26.90161705
250,Zhang Kui,張奎,988/01/01 00:00,M,988,1052,Yun Zhou,鄆州,960,1126,Zhou,116.2825623,35.95607376
250,Zhang Kui,張奎,988/01/01 00:00,M,988,1052,Jiang Zhou,江州,960,1279,Zhou,115.9856796,29.72236443
250,Zhang Kui,張奎,988/01/01 00:00,M,988,1052,Sheng Zhou,昇州,976,1017,Zhou,118.76899,32.052563
250,Zhang Kui,張奎,988/01/01 00:00,M,988,1052,Qing Zhou,慶州,960,1126,Zhou,107.876,36.00516
250,Zhang Kui,張奎,988/01/01 00:00,M,988,1052,Yang Zhou,揚州,960,1279,Zhou,119.437187,32.39127
250,Zhang Kui,張奎,988/01/01 00:00,M,988,1052,Chu Zhou,楚州,960,1279,Zhou,119.1411057,33.50278854
250,Zhang Kui,張奎,988/01/01 00:00,M,988,1052,Hedong Lu,河東路,960,1126,Lu,112.564827,37.87375259
250,Zhang Kui,張奎,988/01/01 00:00,M,988,1052,He'nan Fu,河南府,960,1126,Fu,112.3826294,34.66527557
250,Zhang Kui,張奎,988/01/01 00:00,M,988,1052,Jingzhao Fu,京兆府,960,1126,Fu,108.9442062,34.26660538
252,Zhang Gang,張綱,1083/01/01 00:00,M,1083,1166,Wu Zhou,婺州,960,1279,Zhou,119.6499176,29.10471153
253,Zhang Gao,張杲,1140/01/01 00:00,M,unknown,unknown,Kuizhou Lu,夔州路,1001,1279,Lu,109.5251312,31.05475044
253,Zhang Gao,張杲,1119/01/01 00:00,M,unknown,unknown,Zhongshan Zhou,中山州,1113,1126,Zhou,114.975044,38.520061
253,Zhang Gao,張杲,1043/01/01 00:00,M,unknown,unknown,Jingzhao Fu,京兆府,960,1126,Fu,108.9442062,34.26660538
255,Zhang Gen,張根,1062/01/01 00:00,M,1062,1121,Linjiang Jun,臨江軍,992,1279,Jun,115.398987,28.015566
